user_id,date,risk_score,prediction,dominant_emotion,emotion_score,screen_time,unlocks,sleep_hours,steps_last_24h,habit_id,category,difficulty,time_min,dopamine_level,recommended_for_state,indoor,required_device,popularity_prior,label
166,58:27.7,0.247932831,0,Excitement,-0.6,101,95,5.5,8066,120,spiritual,2,30,medium,"['low_mood', 'stress', 'night_routine']",TRUE,none,0.6,0
167,58:27.7,0.159776628,0,Caring,-0.8,382,37,9,6973,81,physical,1,10,medium,"['morning_energy', 'low_mood', 'tired']",FALSE,none,0.7,0
168,58:27.7,0.407254643,0,Neutral,0,40,57,5.1,2438,37,physical,2,1,high,"['tired', 'morning_energy', 'focus_mode']",TRUE,none,0.6,1
169,58:27.7,0.247666175,0,Excitement,-0.6,182,197,7.6,2010,98,physical,5,60,medium,['stress'],TRUE,none,0.1,0
170,58:27.7,0.420812256,0,Neutral,0,191,93,5.8,4632,182,mental,2,10,medium,"['overwhelmed', 'focus_mode']",TRUE,laptop,0.4,0
171,58:27.7,0.254967202,0,Amusement,-0.8,415,72,5.7,7955,251,spiritual,1,1,low,"['stress', 'anxious']",TRUE,none,0.6,1
172,58:27.7,0.348616635,0,Neutral,0,173,11,9.5,2294,93,mental,2,15,low,['focus_mode'],TRUE,laptop,0.5,1
173,58:27.7,0.215453478,0,Desire,-0.6,168,288,7.9,13531,167,mental,2,5,low,"['overwhelmed', 'focus_mode']",TRUE,none,0.6,1
174,58:27.7,0.189046093,0,Caring,-0.8,235,60,6.8,4378,162,spiritual,2,3,low,"['low_mood', 'night_routine']",TRUE,none,0.5,0
175,58:27.7,0.304356447,0,Approval,-0.8,125,235,4.2,2743,119,spiritual,3,2,high,['low_mood'],FALSE,none,0.3,1
176,58:27.7,0.557223082,1,Surprise,0.1,385,89,4,998,105,spiritual,2,1,low,"['high_screen_time', 'focus_mode', 'night_routine']",TRUE,phone,0.3,1
177,58:27.7,0.392733018,0,Amusement,-0.8,500,255,4.4,1306,131,spiritual,2,3,low,"['stress', 'anxious']",TRUE,none,0.5,0
178,58:27.7,0.467984965,0,Curiosity,0.1,347,215,7.4,3049,285,spiritual,3,3,low,"['low_mood', 'stress', 'overwhelmed']",TRUE,none,0.3,0
179,58:27.7,0.366511317,0,Approval,-0.8,541,125,3.4,8570,137,mental,4,30,low,"['focus_mode', 'morning_energy', 'overwhelmed']",TRUE,laptop,0.3,0
180,58:27.7,0.438946666,0,Neutral,0,48,266,6.2,1352,206,spiritual,2,5,low,"['stress', 'anxious', 'overwhelmed']",TRUE,none,0.4,1
181,58:27.7,0.244711336,0,Gratitude,-0.8,442,24,6.2,4310,107,mental,1,1,medium,"['focus_mode', 'overwhelmed', 'high_screen_time']",TRUE,phone,0.7,1
182,58:27.7,0.319057694,0,Desire,-0.6,436,226,9.4,1093,156,physical,1,2,medium,"['tired', 'stress', 'high_screen_time']",TRUE,none,0.8,1
183,58:27.7,0.674226186,1,Sadness,0.9,431,52,5.6,9707,197,mental,2,10,medium,"['overwhelmed', 'anxious', 'night_routine']",TRUE,none,0.6,1
184,58:27.7,0.189355999,0,Optimism,-0.7,130,112,9.3,741,21,physical,2,5,medium,"['tired', 'focus_mode']",TRUE,none,0.8,1
185,58:27.7,0.145980927,0,Love,-0.8,47,72,7.3,1067,273,mental,2,3,low,"['anxious', 'angry']",TRUE,none,0.4,1
186,58:27.7,0.691298032,1,Sadness,0.9,184,240,5.7,4347,230,mental,1,1,low,"['stress', 'focus_mode']",TRUE,none,0.6,1
187,58:27.7,0.634596795,1,Anger,0.8,158,247,6.7,3102,274,mental,5,60,low,['focus_mode'],TRUE,laptop,0.2,0
188,58:27.7,0.589036186,1,Realization,0.1,344,259,3.7,5623,199,mental,2,5,low,"['high_screen_time', 'focus_mode']",TRUE,phone,0.5,1
189,58:27.7,0.259067725,0,Excitement,-0.6,395,87,9.2,1214,213,mental,2,10,medium,['focus_mode'],TRUE,laptop,0.6,0
190,58:27.7,0.467067041,0,Surprise,0.1,491,92,7.4,2279,234,physical,2,10,medium,"['overwhelmed', 'night_routine']",TRUE,none,0.7,1
191,58:27.7,0.576791053,1,Annoyance,0.6,190,163,6,6669,148,spiritual,1,5,low,"['stress', 'anxious', 'overwhelmed', 'night_routine']",TRUE,phone,0.7,1
192,58:27.7,0.66229672,1,Disappointment,0.9,405,239,8.4,3376,170,mental,3,30,low,"['high_screen_time', 'night_routine', 'overwhelmed']",TRUE,none,0.4,1
193,58:27.7,0.700539237,1,Disappointment,0.9,361,106,5.8,1145,37,physical,2,1,high,"['tired', 'morning_energy', 'focus_mode']",TRUE,none,0.6,1
194,58:27.7,0.208539179,0,Approval,-0.8,49,183,6.2,3060,190,physical,2,5,medium,"['tired', 'morning_energy']",TRUE,none,0.6,0
195,58:27.7,0.319049739,0,Joy,-0.8,575,149,6,3555,217,physical,2,15,medium,['tired'],TRUE,none,0.5,0
196,58:27.7,0.468416041,0,Neutral,0,491,102,10,2876,162,spiritual,2,3,low,"['low_mood', 'night_routine']",TRUE,none,0.5,1
197,58:27.7,0.325260763,0,Neutral,0,187,149,8.4,14995,79,mental,2,15,low,"['focus_mode', 'overwhelmed']",TRUE,none,0.5,1
198,58:27.7,0.397897557,0,Neutral,0,393,38,9.5,4236,106,mental,1,1,low,"['stress', 'anxious', 'angry', 'overwhelmed']",TRUE,none,0.85,1
199,58:27.7,0.665585885,1,Remorse,0.9,352,70,5.7,7909,185,mental,1,1,low,"['stress', 'anxious', 'angry', 'overwhelmed']",TRUE,none,0.9,1
200,58:27.7,0.204259745,0,Pride,-0.6,118,50,6.4,9468,295,physical,1,1,low,['night_routine'],TRUE,phone,0.7,0
201,58:27.7,0.648359474,1,Annoyance,0.6,202,157,4.4,1244,115,physical,1,1,low,"['morning_energy', 'night_routine']",TRUE,phone,0.9,1
202,58:27.7,0.534579119,1,Neutral,0,69,256,3.1,1783,67,physical,2,10,medium,['morning_energy'],TRUE,none,0.7,1
203,58:27.7,0.365908514,0,Relief,-0.5,232,167,4.4,5726,165,spiritual,2,20,medium,"['stress', 'night_routine', 'tired']",TRUE,none,0.4,1
204,58:27.7,0.727841909,1,Remorse,0.9,588,255,9.5,3621,266,spiritual,3,20,low,"['stress', 'anxious', 'night_routine']",TRUE,phone,0.3,1
205,58:27.7,0.248798059,0,Joy,-0.8,272,188,6.2,5868,293,physical,3,15,low,['stress'],TRUE,none,0.2,0
206,58:27.7,0.417557808,0,Joy,-0.8,535,267,3.9,1717,43,spiritual,2,30,low,"['night_routine', 'high_screen_time']",TRUE,none,0.5,0
207,58:27.7,0.638449509,1,Disgust,0.8,117,227,6.2,2526,154,mental,3,10,low,"['focus_mode', 'anxious']",TRUE,none,0.4,0
208,58:27.7,0.454509851,0,Neutral,0,561,165,8.5,2286,181,mental,2,5,low,"['stress', 'overwhelmed', 'low_mood']",TRUE,none,0.5,1
209,58:27.7,0.438713764,0,Realization,0.1,180,129,6.5,2610,275,mental,2,5,low,"['anxious', 'stress']",TRUE,none,0.3,0
210,58:27.7,0.221931436,0,Amusement,-0.8,129,273,9.6,1805,134,spiritual,3,15,medium,['low_mood'],TRUE,phone,0.6,1
211,58:27.7,0.488981921,0,Confusion,0.2,276,296,9.3,2871,286,mental,1,1,low,['overwhelmed'],TRUE,none,0.6,0
212,58:27.7,0.491969956,0,Confusion,0.2,566,48,6.3,16984,136,mental,2,3,medium,"['stress', 'anxious', 'night_routine']",TRUE,none,0.5,0
213,58:27.7,0.585167621,1,Surprise,0.1,525,197,3.6,20000,8,physical,2,10,medium,"['stress', 'low_mood', 'focus_mode', 'tired']",FALSE,none,0.7,1
214,58:27.7,0.205705188,0,Approval,-0.8,318,251,7.9,8810,7,physical,1,1,medium,"['morning_energy', 'tired', 'focus_mode']",TRUE,none,0.95,1
215,58:27.7,0.722638063,1,Disappointment,0.9,444,92,5.5,1613,173,physical,3,20,medium,"['morning_energy', 'stress']",FALSE,none,0.4,0
216,58:27.7,0.247880956,0,Relief,-0.5,108,214,8.5,1075,112,physical,3,1,medium,"['tired', 'focus_mode']",TRUE,none,0.4,0
217,58:27.7,0.27396105,0,Joy,-0.8,414,153,5.2,20000,67,physical,2,10,medium,['morning_energy'],TRUE,none,0.7,0
218,58:27.7,0.593045562,1,Curiosity,0.1,467,288,5.3,858,177,spiritual,2,5,low,['low_mood'],TRUE,none,0.4,0
219,58:27.7,0.555142037,1,Confusion,0.2,557,191,6.8,2649,253,spiritual,3,15,low,"['low_mood', 'anxious']",TRUE,none,0.2,0
220,58:27.7,0.353731676,0,Excitement,-0.6,370,21,3.2,8709,158,physical,3,30,low,"['stress', 'morning_energy', 'night_routine']",TRUE,none,0.4,0
221,58:27.7,0.249681061,0,Love,-0.8,88,66,4.2,2033,15,spiritual,1,10,high,"['stress', 'anxious', 'angry', 'night_routine']",TRUE,phone,0.9,1
222,58:27.7,0.625015347,1,Fear,0.7,573,163,9,3901,156,physical,1,2,medium,"['tired', 'stress', 'high_screen_time']",TRUE,none,0.8,1
223,58:27.7,0.252220118,0,Excitement,-0.6,248,101,9.7,2087,26,spiritual,1,2,high,"['low_mood', 'anxious']",TRUE,phone,0.9,1
224,58:27.7,0.466988975,0,Neutral,0,129,99,4.3,1599,209,spiritual,3,10,low,"['low_mood', 'angry', 'high_screen_time']",TRUE,phone,0.4,1
225,58:27.7,0.520223687,1,Disappointment,0.9,132,13,8.4,7531,245,mental,2,5,medium,"['overwhelmed', 'angry']",TRUE,none,0.5,0
226,58:27.7,0.327498249,0,Admiration,-0.8,148,230,3.8,784,45,spiritual,1,5,medium,"['stress', 'overwhelmed', 'low_mood']",FALSE,none,0.5,0
227,58:27.7,0.597932439,1,Disgust,0.8,36,153,6.3,1933,17,mental,1,5,medium,"['overwhelmed', 'focus_mode']",TRUE,none,0.7,1
228,58:27.7,0.661282554,1,Disappointment,0.9,417,31,6.6,2124,146,spiritual,2,2,low,"['stress', 'anxious']",TRUE,none,0.5,0
229,58:27.7,0.62151298,1,Nervousness,0.6,507,201,6.9,8453,205,physical,3,1,low,"['night_routine', 'tired']",TRUE,none,0.4,0
230,58:27.7,0.551698581,1,Realization,0.1,551,116,5.5,2049,151,mental,3,20,low,"['focus_mode', 'night_routine', 'high_screen_time']",TRUE,none,0.6,1
231,58:27.7,0.420152427,0,Neutral,0,310,229,9,1575,41,spiritual,2,10,medium,"['low_mood', 'anxious']",TRUE,phone,0.6,1
232,58:27.7,0.640378199,1,Fear,0.7,71,248,5.1,3575,257,mental,1,1,medium,"['low_mood', 'overwhelmed']",TRUE,none,0.7,1
233,58:27.7,0.687587538,1,Annoyance,0.6,588,227,6.4,1208,65,mental,4,30,low,['focus_mode'],TRUE,laptop,0.2,0
234,58:27.7,0.212573512,0,Gratitude,-0.8,125,48,4.4,10990,82,physical,1,1,medium,"['tired', 'stress', 'focus_mode']",TRUE,none,0.8,0
235,58:27.7,0.738950201,1,Grief,0.9,533,254,7,1947,105,spiritual,2,1,low,"['high_screen_time', 'focus_mode', 'night_routine']",TRUE,phone,0.3,1
236,58:27.7,0.308440896,0,Joy,-0.8,275,159,4.4,3007,276,physical,4,1,low,['morning_energy'],TRUE,none,0.3,0
237,58:27.7,0.255973726,0,Admiration,-0.8,253,39,4.7,3929,190,physical,2,5,medium,"['tired', 'morning_energy']",TRUE,none,0.6,0
238,58:27.7,0.602922233,1,Fear,0.7,143,170,6.1,3308,72,spiritual,1,1,medium,"['low_mood', 'morning_energy']",TRUE,phone,0.7,1
239,58:27.7,0.774255701,1,Remorse,0.9,573,113,4.9,1984,105,spiritual,2,1,low,"['high_screen_time', 'focus_mode', 'night_routine']",TRUE,phone,0.3,1
240,58:27.7,0.795582353,1,Disappointment,0.9,359,167,3.3,864,15,spiritual,1,10,high,"['stress', 'anxious', 'angry', 'night_routine']",TRUE,phone,0.9,1
241,58:27.7,0.2840812,0,Excitement,-0.6,532,143,8.6,4287,214,mental,1,1,low,['overwhelmed'],TRUE,none,0.5,1
242,58:27.7,0.564692471,1,Sadness,0.9,182,63,8.7,2570,28,spiritual,1,2,low,"['low_mood', 'overwhelmed', 'night_routine']",TRUE,none,0.7,1
243,58:27.7,0.588131966,1,Remorse,0.9,246,45,9.3,2707,191,spiritual,1,10,low,"['stress', 'anxious', 'night_routine']",TRUE,phone,0.6,1
244,58:27.7,0.654339628,1,Embarrassment,0.7,518,140,9.9,3171,243,mental,1,1,high,"['angry', 'stress']",TRUE,none,0.3,1
245,58:27.7,0.293760576,0,Joy,-0.8,301,89,3.8,7806,182,mental,2,10,medium,"['overwhelmed', 'focus_mode']",TRUE,laptop,0.4,0
246,58:27.7,0.44842633,0,Relief,-0.5,429,281,4.9,194,226,mental,1,1,medium,"['stress', 'angry']",TRUE,none,0.6,0
247,58:27.7,0.481263881,0,Confusion,0.2,379,129,7.4,1416,76,mental,2,5,low,"['stress', 'anxious']",FALSE,none,0.4,0
248,58:27.7,0.466217424,0,Confusion,0.2,451,143,9.1,5577,30,spiritual,4,15,low,"['low_mood', 'overwhelmed', 'anxious']",TRUE,none,0.1,0
249,58:27.7,0.554418111,1,Curiosity,0.1,290,214,4.1,4970,227,mental,2,5,low,"['anxious', 'overwhelmed']",TRUE,none,0.4,0
250,58:27.7,0.343034361,0,Joy,-0.8,548,274,6.4,2031,152,mental,1,5,medium,"['overwhelmed', 'low_mood']",TRUE,none,0.8,1
251,58:27.7,0.312380864,0,Excitement,-0.6,293,242,9.9,2308,91,mental,1,1,medium,"['low_mood', 'overwhelmed']",TRUE,none,0.7,0
252,58:27.7,0.694590221,1,Sadness,0.9,347,37,5.3,777,300,spiritual,1,5,high,"['low_mood', 'stress', 'anxious']",TRUE,none,0.7,1
253,58:27.7,0.187037222,0,Caring,-0.8,145,67,6.4,3714,113,physical,2,10,low,"['focus_mode', 'tired']",TRUE,none,0.5,0
254,58:27.7,0.109791169,0,Love,-0.8,241,38,7.9,16723,65,mental,4,30,low,['focus_mode'],TRUE,laptop,0.2,1
255,58:27.7,0.630134123,1,Sadness,0.9,189,42,6,3043,92,mental,1,1,high,"['focus_mode', 'tired']",TRUE,phone,0.8,1
256,58:27.7,0.562482426,1,Nervousness,0.6,506,117,8,6465,95,mental,2,5,low,"['night_routine', 'anxious', 'overwhelmed']",TRUE,phone,0.7,1
257,58:27.7,0.552568577,1,Curiosity,0.1,177,281,4,4784,122,mental,3,10,low,"['high_screen_time', 'overwhelmed']",TRUE,phone,0.4,1
258,58:27.7,0.362805606,0,Admiration,-0.8,476,200,4.6,1963,244,mental,2,5,medium,"['overwhelmed', 'low_mood']",TRUE,none,0.6,1
259,58:27.7,0.640831822,1,Disappointment,0.9,107,90,5.7,1647,22,physical,3,3,high,"['tired', 'morning_energy']",TRUE,none,0.5,0
260,58:27.7,0.607061839,1,Anger,0.8,291,91,9.9,5192,194,spiritual,1,3,low,"['low_mood', 'night_routine']",TRUE,none,0.3,1
261,58:27.7,0.2242681,0,Approval,-0.8,81,105,5.4,1557,3,mental,3,5,low,"['low_mood', 'angry', 'stress']",TRUE,none,0.4,1
262,58:27.7,0.539023066,1,Annoyance,0.6,287,155,9.4,8029,217,physical,2,15,medium,['tired'],TRUE,none,0.5,1
263,58:27.7,0.224716869,0,Joy,-0.8,580,66,9.1,4449,23,physical,4,30,medium,"['morning_energy', 'stress']",FALSE,none,0.3,0
264,58:27.7,0.55626808,1,Annoyance,0.6,277,227,8.3,3151,38,physical,4,30,medium,"['morning_energy', 'stress']",TRUE,phone,0.4,1
265,58:27.7,0.711755729,1,Disgust,0.8,317,251,5.6,1824,103,spiritual,3,15,low,"['low_mood', 'anxious', 'overwhelmed']",TRUE,none,0.2,0
266,58:27.7,0.392787404,0,Relief,-0.5,283,293,5.3,3346,48,mental,3,30,low,"['focus_mode', 'high_screen_time']",TRUE,none,0.4,1
267,58:27.7,0.202539631,0,Approval,-0.8,243,177,7.5,3746,295,physical,1,1,low,['night_routine'],TRUE,phone,0.7,1
268,58:27.7,0.495374399,0,Curiosity,0.1,121,145,4.6,1354,235,physical,3,15,low,['morning_energy'],TRUE,none,0.3,1
269,58:27.7,0.56071489,1,Curiosity,0.1,573,150,5.5,3448,122,mental,3,10,low,"['high_screen_time', 'overwhelmed']",TRUE,phone,0.4,1
270,58:27.7,0.517683975,1,Annoyance,0.6,261,181,8.7,8855,115,physical,1,1,low,"['morning_energy', 'night_routine']",TRUE,phone,0.9,1
271,58:27.7,0.226344995,0,Approval,-0.8,42,56,4.5,2322,29,spiritual,1,30,medium,"['low_mood', 'focus_mode']",TRUE,phone,0.7,1
272,58:27.7,0.561784415,1,Nervousness,0.6,562,19,8.8,2411,294,physical,2,5,high,"['tired', 'focus_mode']",TRUE,none,0.6,0
273,58:27.7,0.69154795,1,Disgust,0.8,474,204,6.9,1477,100,physical,3,1,low,"['night_routine', 'anxious', 'tired']",TRUE,none,0.4,1
274,58:27.7,0.496414797,0,Confusion,0.2,532,24,6.6,5638,57,spiritual,2,5,medium,"['low_mood', 'overwhelmed']",TRUE,none,0.4,0
275,58:27.7,0.30217185,0,Love,-0.8,555,225,7.3,1330,211,mental,4,10,low,"['stress', 'anxious', 'angry']",TRUE,none,0.1,0
276,58:27.7,0.267117653,0,Gratitude,-0.8,435,198,7.4,531,227,mental,2,5,low,"['anxious', 'overwhelmed']",TRUE,none,0.4,0
277,58:27.7,0.327347407,0,Love,-0.8,573,262,6.9,2159,55,physical,1,3,high,"['low_mood', 'morning_energy', 'tired']",TRUE,phone,0.95,1
278,58:27.7,0.601734429,1,Grief,0.9,317,61,7.9,1823,261,physical,1,5,medium,"['stress', 'anxious']",FALSE,none,0.3,1
279,58:27.7,0.64910018,1,Fear,0.7,455,68,5.5,6617,87,spiritual,3,5,high,['low_mood'],FALSE,none,0.4,1
280,58:27.7,0.601252458,1,Embarrassment,0.7,465,185,8.7,5653,140,mental,1,1,high,"['tired', 'stress', 'angry']",TRUE,none,0.7,1
281,58:27.7,0.266296685,0,Amusement,-0.8,110,135,4.5,1825,35,mental,1,2,medium,"['focus_mode', 'overwhelmed', 'high_screen_time']",TRUE,laptop,0.7,1
282,58:27.7,0.440659792,0,Surprise,0.1,517,51,8,1213,194,spiritual,1,3,low,"['low_mood', 'night_routine']",TRUE,none,0.3,0
283,58:27.7,0.692010072,1,Disgust,0.8,211,263,5.7,914,225,spiritual,1,1,low,"['high_screen_time', 'night_routine']",TRUE,phone,0.7,1
284,58:27.7,0.242169569,0,Excitement,-0.6,387,75,7.9,2920,2,mental,1,1,low,"['stress', 'anxious', 'overwhelmed']",TRUE,none,0.8,1
285,58:27.7,0.323323939,0,Joy,-0.8,284,67,3.2,2048,71,spiritual,1,1,low,"['stress', 'anxious', 'overwhelmed']",TRUE,phone,0.8,1
286,58:27.7,0.657428535,1,Sadness,0.9,195,136,5.7,5942,269,spiritual,1,5,medium,"['stress', 'low_mood']",TRUE,none,0.5,1
287,58:27.7,0.472333089,0,Confusion,0.2,494,13,9.7,4419,208,spiritual,1,5,low,"['stress', 'overwhelmed', 'night_routine']",FALSE,none,0.4,1
288,58:27.7,0.604631084,1,Nervousness,0.6,285,244,7,2316,84,physical,3,20,medium,"['morning_energy', 'tired']",TRUE,none,0.4,0
289,58:27.7,0.270436125,0,Optimism,-0.7,452,41,6.5,3403,158,physical,3,30,low,"['stress', 'morning_energy', 'night_routine']",TRUE,none,0.4,0
290,58:27.7,0.256988483,0,Joy,-0.8,227,184,4.7,18848,143,physical,2,15,medium,"['tired', 'stress', 'focus_mode']",FALSE,none,0.6,1
291,58:27.7,0.217768228,0,Amusement,-0.8,242,71,6.4,1593,189,physical,2,10,medium,['morning_energy'],TRUE,none,0.8,1
292,58:27.7,0.329650215,0,Excitement,-0.6,586,235,8.8,1612,278,physical,4,45,medium,"['stress', 'morning_energy']",FALSE,none,0.2,0
293,58:27.7,0.570638839,1,Surprise,0.1,554,153,5.4,901,94,mental,1,2,medium,"['stress', 'anxious', 'angry']",TRUE,none,0.6,1
294,58:27.7,0.14692999,0,Love,-0.8,81,27,7,2138,277,physical,1,2,medium,"['tired', 'focus_mode']",TRUE,none,0.6,0
295,58:27.7,0.273111743,0,Desire,-0.6,294,229,7.7,3290,282,spiritual,1,1,low,"['low_mood', 'anxious']",TRUE,none,0.5,0
296,58:27.7,0.301830048,0,Approval,-0.8,354,243,5.8,4309,109,mental,2,3,low,"['stress', 'anxious']",TRUE,none,0.4,0
297,58:27.7,0.810106512,1,Disappointment,0.9,584,244,5,1763,65,mental,4,30,low,['focus_mode'],TRUE,laptop,0.2,0
298,58:27.7,0.441497527,0,Neutral,0,36,89,4.1,3710,209,spiritual,3,10,low,"['low_mood', 'angry', 'high_screen_time']",TRUE,phone,0.4,1
299,58:27.7,0.322432549,0,Pride,-0.6,73,82,3.7,355,8,physical,2,10,medium,"['stress', 'low_mood', 'focus_mode', 'tired']",FALSE,none,0.7,1
300,58:27.7,0.326358682,0,Excitement,-0.6,201,109,4.7,885,26,spiritual,1,2,high,"['low_mood', 'anxious']",TRUE,phone,0.9,1
1,58:27.7,0.540491186,1,Neutral,0,131,265,3.1,4538,150,spiritual,2,5,medium,"['low_mood', 'stress']",TRUE,none,0.4,0
2,58:27.7,0.618813808,1,Remorse,0.9,325,171,8.3,4945,242,mental,2,10,low,['focus_mode'],TRUE,laptop,0.6,1
3,58:27.7,0.33492698,0,Pride,-0.6,234,171,3.8,12502,172,physical,2,5,medium,"['morning_energy', 'tired']",TRUE,none,0.5,1
4,58:27.7,0.254595778,0,Amusement,-0.8,520,138,9.3,1750,105,spiritual,2,1,low,"['high_screen_time', 'focus_mode', 'night_routine']",TRUE,phone,0.3,1
5,58:27.7,0.686577745,1,Anger,0.8,347,262,6.6,2487,125,mental,1,1,medium,"['focus_mode', 'tired']",TRUE,none,0.8,1
6,58:27.7,0.21271559,0,Gratitude,-0.8,200,71,6.2,2200,14,spiritual,1,10,medium,"['low_mood', 'anxious', 'overwhelmed']",FALSE,none,0.4,1
7,58:27.7,0.670401726,1,Nervousness,0.6,247,152,3.5,4823,188,physical,2,10,low,"['night_routine', 'stress', 'tired']",TRUE,none,0.6,0
8,58:27.7,0.8071894,1,Anger,0.8,530,232,3.9,1474,7,physical,1,1,medium,"['morning_energy', 'tired', 'focus_mode']",TRUE,none,0.95,1
9,58:27.7,0.482152994,0,Annoyance,0.6,222,23,9,3828,44,spiritual,1,10,medium,"['stress', 'anxious', 'low_mood']",TRUE,none,0.4,0
10,58:27.7,0.189819842,0,Gratitude,-0.8,362,107,7.7,6684,123,mental,2,10,low,"['anxious', 'stress']",TRUE,none,0.4,1
11,58:27.7,0.317186505,0,Desire,-0.6,182,68,3.7,7033,86,spiritual,1,1,low,"['night_routine', 'high_screen_time']",TRUE,none,0.6,0
12,58:27.7,0.231111012,0,Love,-0.8,582,189,7.8,14144,77,mental,2,10,medium,"['overwhelmed', 'anxious', 'night_routine']",TRUE,none,0.6,1
13,58:27.7,0.613836623,1,Fear,0.7,52,10,3.9,880,229,mental,2,3,low,"['high_screen_time', 'focus_mode', 'anxious']",TRUE,phone,0.4,0
14,58:27.7,0.622153183,1,Sadness,0.9,245,236,8.1,4372,106,mental,1,1,low,"['stress', 'anxious', 'angry', 'overwhelmed']",TRUE,none,0.85,1
15,58:27.7,0.551522527,1,Fear,0.7,72,154,9.6,1317,13,spiritual,2,15,low,"['night_routine', 'stress', 'high_screen_time']",TRUE,none,0.65,1
16,58:27.7,0.640997206,1,Sadness,0.9,390,142,8.3,677,27,spiritual,3,1,low,"['night_routine', 'high_screen_time']",TRUE,none,0.4,1
17,58:27.7,0.456339026,0,Surprise,0.1,443,154,8.8,652,40,physical,2,10,low,"['night_routine', 'stress', 'anxious']",TRUE,none,0.4,0
18,58:27.7,0.704756244,1,Sadness,0.9,447,283,7.3,5369,129,physical,4,1,low,['morning_energy'],TRUE,none,0.3,0
19,58:27.7,0.690560485,1,Nervousness,0.6,345,56,3,1785,211,mental,4,10,low,"['stress', 'anxious', 'angry']",TRUE,none,0.1,1
20,58:27.7,0.275394735,0,Optimism,-0.7,459,217,8.5,1395,264,physical,2,5,medium,"['morning_energy', 'tired']",TRUE,none,0.5,0
21,58:27.7,0.705312884,1,Fear,0.7,528,248,5.8,7356,172,physical,2,5,medium,"['morning_energy', 'tired']",TRUE,none,0.5,1
22,58:27.7,0.294593272,0,Excitement,-0.6,378,251,9.1,2113,294,physical,2,5,high,"['tired', 'focus_mode']",TRUE,none,0.6,1
23,58:27.7,0.246814929,0,Relief,-0.5,104,113,7,3517,245,mental,2,5,medium,"['overwhelmed', 'angry']",TRUE,none,0.5,1
24,58:27.7,0.379110439,0,Optimism,-0.7,262,286,4.3,674,90,spiritual,1,1,low,"['morning_energy', 'overwhelmed', 'low_mood']",TRUE,none,0.7,1
25,58:27.7,0.753215807,1,Annoyance,0.6,599,166,3.4,3796,289,mental,4,45,low,"['focus_mode', 'anxious']",TRUE,none,0.3,0
26,58:27.7,0.591903935,1,Disgust,0.8,67,197,6.9,3408,75,spiritual,3,60,low,"['night_routine', 'high_screen_time', 'anxious']",TRUE,none,0.3,1
27,58:27.7,0.626740703,1,Anger,0.8,291,183,7,5339,260,mental,2,10,medium,['angry'],TRUE,none,0.3,1
28,58:27.7,0.620517367,1,Disgust,0.8,475,109,9,1924,74,spiritual,1,2,medium,"['low_mood', 'overwhelmed']",TRUE,none,0.6,0
29,58:27.7,0.287976383,0,Approval,-0.8,241,19,3.3,4388,270,spiritual,3,10,medium,['low_mood'],TRUE,none,0.4,1
30,58:27.7,0.59576809,1,Disapproval,0.7,487,93,8.7,1333,43,spiritual,2,30,low,"['night_routine', 'high_screen_time']",TRUE,none,0.5,1
31,58:27.7,0.243122486,0,Gratitude,-0.8,311,62,5.8,3391,20,mental,3,15,low,"['stress', 'anxious', 'night_routine']",TRUE,none,0.3,1
32,58:27.7,0.65537463,1,Anger,0.8,599,136,6.7,13865,14,spiritual,1,10,medium,"['low_mood', 'anxious', 'overwhelmed']",FALSE,none,0.4,0
33,58:27.7,0.50329456,1,Neutral,0,594,144,6.7,1244,213,mental,2,10,medium,['focus_mode'],TRUE,laptop,0.6,0
34,58:27.7,0.299595732,0,Gratitude,-0.8,235,295,5.7,2004,121,mental,2,2,medium,"['overwhelmed', 'focus_mode']",TRUE,none,0.7,0
35,58:27.7,0.577410086,1,Annoyance,0.6,34,64,4.3,3792,166,mental,1,1,medium,"['focus_mode', 'overwhelmed']",TRUE,phone,0.8,1
36,58:27.7,0.362857997,0,Admiration,-0.8,272,253,3.6,2054,248,physical,3,10,medium,"['morning_energy', 'tired']",TRUE,none,0.4,1
37,58:27.7,0.685753737,1,Sadness,0.9,177,74,4.4,3329,92,mental,1,1,high,"['focus_mode', 'tired']",TRUE,phone,0.8,1
38,58:27.7,0.371277703,0,Neutral,0,352,30,8,1654,153,mental,2,5,medium,['focus_mode'],TRUE,phone,0.5,1
39,58:27.7,0.335269215,0,Relief,-0.5,416,272,7.8,2877,20,mental,3,15,low,"['stress', 'anxious', 'night_routine']",TRUE,none,0.3,1
40,58:27.7,0.489743513,0,Curiosity,0.1,422,257,7.7,1948,150,spiritual,2,5,medium,"['low_mood', 'stress']",TRUE,none,0.4,0
41,58:27.7,0.625930329,1,Grief,0.9,279,152,9.4,4195,249,physical,1,2,low,['night_routine'],TRUE,none,0.6,0
42,58:27.7,0.283564854,0,Joy,-0.8,457,107,6.2,1312,127,physical,1,2,medium,"['tired', 'focus_mode']",TRUE,none,0.9,1
43,58:27.7,0.176386519,0,Joy,-0.8,398,11,8.3,1540,43,spiritual,2,30,low,"['night_routine', 'high_screen_time']",TRUE,none,0.5,1
44,58:27.7,0.596409002,1,Nervousness,0.6,476,140,7.7,967,28,spiritual,1,2,low,"['low_mood', 'overwhelmed', 'night_routine']",TRUE,none,0.7,1
